Date,Open,High,Low,Close,Volume
11/21/2014,49.02,49.05,47.57,47.98,42867970
11/24/2014,47.99,48,47.39,47.59,34266860
11/25/2014,47.66,47.97,47.45,47.47,27951120
11/26/2014,47.49,47.99,47.28,47.75,27162850
11/28/2014,47.95,48.195,47.61,47.81,21534430
12/1/2014,47.88,48.78,47.71,48.62,31187680
12/2/2014,48.84,49.05,48.2,48.46,25768100
12/3/2014,48.44,48.5,47.805,48.08,23528130
12/4/2014,48.39,49.06,48.2,48.84,30342050
12/5/2014,48.82,48.97,48.38,48.42,26705270
12/8/2014,48.26,48.35,47.445,47.695,26652610
12/9/2014,47.11,47.92,47.05,47.59,24326090
12/10/2014,47.58,47.66,46.7001,46.9,30284690
12/11/2014,47.08,47.74,46.68,47.17,29060360
12/12/2014,46.78,47.73,46.67,46.95,34247280
12/15/2014,47.2,47.67,46.55,46.67,29213490
12/16/2014,45.9,46.34,45.13,45.16,47764300
12/17/2014,45.05,45.945,44.9,45.74,34967260
12/18/2014,46.58,47.52,46.3386,47.52,40031480
12/19/2014,47.63,48.1,47.17,47.66,64504160
12/22/2014,47.78,48.12,47.71,47.98,26561880
12/23/2014,48.37,48.8,48.13,48.45,23654190
12/24/2014,48.64,48.64,48.08,48.14,11442790
12/26/2014,48.41,48.41,47.82,47.88,13197120
12/29/2014,47.7,47.78,47.26,47.45,14417170
12/30/2014,47.44,47.62,46.84,47.02,16380820
12/31/2014,46.73,47.44,46.45,46.45,21551090
1/2/2015,46.66,47.42,46.54,46.76,27843560
1/5/2015,46.37,46.73,46.25,46.325,39667400
1/6/2015,46.38,46.749,45.54,45.65,36434980
1/7/2015,45.98,46.46,45.49,46.23,29103920
1/8/2015,46.75,47.7499,46.72,47.59,29634030
1/9/2015,47.61,47.82,46.9,47.19,23942750
1/12/2015,47.42,47.54,46.36,46.6,23623970
1/13/2015,46.97,47.91,46.06,46.355,35258300
1/14/2015,45.96,46.24,45.62,45.955,29713190
1/15/2015,46.22,46.38,45.41,45.48,32744260
1/16/2015,45.31,46.28,45.17,46.24,35683380
1/20/2015,46.3,46.65,45.57,46.39,36121800
1/21/2015,45.94,46.14,45.48,45.92,37113740
1/22/2015,46.38,47.135,46.08,47.13,35842790
1/23/2015,47.36,47.39,46.8,47.18,26136690
1/26/2015,47,47.1339,46.2399,47.01,40995700
1/27/2015,42.95,43.2,42.105,42.66,169115000
1/28/2015,42.74,42.79,41.16,41.19,84453280
1/29/2015,40.93,42.12,40.79,42.01,63551980
1/30/2015,41.55,41.58,40.35,40.4,77983360
2/2/2015,40.59,41.37,40.23,41.28,50274250
2/3/2015,41.63,41.93,41.045,41.6,52068450
2/4/2015,41.94,42.21,41.36,41.84,41585310
2/5/2015,42.22,42.64,41.855,42.45,36543020
2/6/2015,42.68,42.79,42.15,42.41,34612420
2/9/2015,42.24,42.74,42.21,42.36,27416280
2/10/2015,42.74,42.77,42.18,42.6,29655280
2/11/2015,42.65,42.65,42.21,42.38,38248500
2/12/2015,42.66,43.09,42.51,43.09,33238000
2/13/2015,43.38,43.87,43.15,43.87,40112080
2/17/2015,43.97,44,43.19,43.58,33692870
2/18/2015,43.63,43.7,43.39,43.53,27105640
2/19/2015,43.18,43.5263,43.05,43.5,27598050
2/20/2015,43.51,43.88,43.29,43.855,29710140
2/23/2015,43.7,44.19,43.65,44.15,32510550
2/24/2015,44.15,44.3,43.92,44.09,25262080
2/25/2015,43.95,44.09,43.8,43.99,29749090
2/26/2015,43.99,44.23,43.89,44.055,26524300
2/27/2015,44.13,44.2,43.66,43.85,33784370
3/2/2015,43.67,44.19,43.55,43.88,31766030
3/3/2015,43.56,43.825,43.09,43.28,31685600
3/4/2015,43.01,43.21,42.88,43.055,25746840
3/5/2015,43.07,43.24,42.82,43.11,23176110
3/6/2015,43,43.11,42.15,42.36,36120570
3/9/2015,42.19,43.125,42.19,42.85,32106530
3/10/2015,42.35,42.71,42.03,42.03,39158290
3/11/2015,42.31,42.37,41.84,41.98,32214780
3/12/2015,41.33,41.65,40.86,41.02,59984700
3/13/2015,40.7,41.47,40.61,41.38,57972120
3/16/2015,41.47,41.64,41.28,41.56,35257510
3/17/2015,41.37,41.83,41.15,41.695,31669340
3/18/2015,41.43,42.83,41.33,42.5,44178520
3/19/2015,42.26,42.59,42.22,42.285,33836100
3/20/2015,42.56,42.98,42.49,42.88,71754700
3/23/2015,42.88,43.13,42.78,42.855,26233420
3/24/2015,42.78,43.17,42.75,42.9,25453110
3/25/2015,42.92,42.925,41.44,41.46,43427180
3/26/2015,41.22,41.61,40.92,41.21,37483900
3/27/2015,41.12,41.43,40.83,40.97,33980410
3/30/2015,41.1,41.54,40.91,40.96,34999850
3/31/2015,40.78,41.03,40.54,40.655,34884740
4/1/2015,40.6,40.76,40.31,40.72,36841010
4/2/2015,40.66,40.74,40.12,40.29,37483000
4/6/2015,40.34,41.78,40.18,41.545,39161760
4/7/2015,41.61,41.91,41.31,41.53,28808840
4/8/2015,41.46,41.69,41.04,41.42,24699710
4/9/2015,41.25,41.62,41.25,41.48,25722630
4/10/2015,41.63,41.95,41.41,41.72,27856770
4/13/2015,41.4,42.06,41.39,41.76,30270750
4/14/2015,41.8,42.03,41.39,41.65,24238760
4/15/2015,41.76,42.46,41.68,42.255,27307270
4/16/2015,41.95,42.34,41.82,42.16,22425300
4/17/2015,41.67,41.74,41.16,41.615,41912450
4/20/2015,41.73,43.17,41.68,42.905,46051240
4/21/2015,43,43.15,42.53,42.635,26004920
4/22/2015,42.67,43.13,42.55,42.985,25032050
4/23/2015,42.89,43.61,42.8,43.34,45445510
4/24/2015,45.66,48.14,45.65,47.87,130885200
4/27/2015,47.23,48.13,47.22,48.03,58950840
4/28/2015,47.78,49.21,47.7,49.155,59860670
4/29/2015,48.72,49.31,48.5,49.06,47665440
4/30/2015,48.7,49.54,48.6,48.64,64127280
5/1/2015,48.58,48.875,48.4,48.655,36432670
5/4/2015,48.37,48.87,48.18,48.24,33986240
5/5/2015,47.82,48.16,47.31,47.6,50364250
5/6/2015,47.57,47.77,46.02,46.28,52416760
5/7/2015,46.27,47.085,46.16,46.7,32940820
5/8/2015,47.55,47.98,47.52,47.75,35060430
5/11/2015,47.55,47.91,47.37,47.37,24608910
5/12/2015,46.85,47.68,46.42,47.35,29927160
5/13/2015,48.19,48.32,47.57,47.625,34182750
5/14/2015,48.03,48.82,48.03,48.72,32956260
5/15/2015,48.87,48.905,48.05,48.295,28628370
5/18/2015,47.98,48.22,47.61,48.01,23918020
5/19/2015,47.56,47.81,47.18,47.58,28181300
5/20/2015,47.39,47.93,47.27,47.58,25035330
5/21/2015,47.28,47.6,47.005,47.42,22399100
5/22/2015,47.3,47.35,46.82,46.9,25700240
5/26/2015,46.83,46.88,46.19,46.59,29556430
5/27/2015,46.82,47.77,46.62,47.61,27333730
5/28/2015,47.5,48.02,47.39,47.45,19282810
5/29/2015,47.43,47.57,46.59,46.86,36497290
6/1/2015,47.06,47.77,46.62,47.23,28610080
6/2/2015,46.93,47.35,46.62,46.92,21484660
6/3/2015,47.37,47.735,46.82,46.85,28000370
6/4/2015,46.79,47.16,46.2,46.36,27474500
6/5/2015,46.31,46.52,45.84,46.14,25434870
6/8/2015,46.3,46.43,45.67,45.73,22108100
6/9/2015,45.76,45.94,45.46,45.65,24395800
6/10/2015,45.79,46.83,45.69,46.61,28416030
6/11/2015,46.66,46.92,46.13,46.44,27290100
6/12/2015,46.22,46.47,45.9,45.97,23916080
6/15/2015,45.45,45.65,45.0201,45.475,33227000
6/16/2015,45.35,46.24,45.3,45.83,26895950
6/17/2015,45.73,46.07,45.36,45.97,28683290
6/18/2015,46.22,46.8,46.17,46.72,32586480
6/19/2015,46.79,46.825,45.99,46.1,63733110
6/22/2015,46.33,46.72,46.16,46.23,20300480
6/23/2015,46.13,46.28,45.62,45.91,25881850
6/24/2015,45.67,46.245,45.55,45.635,34849400
6/25/2015,46.03,46.06,45.5,45.65,20599990
6/26/2015,45.65,46.28,45.03,45.26,49757070
6/29/2015,45.04,45.23,44.36,44.37,34004400
6/30/2015,44.71,44.72,43.94,44.15,35943040
7/1/2015,44.46,45.23,44.1,44.445,28339610
7/2/2015,44.48,44.75,44.06,44.4,21743250
7/6/2015,43.96,44.48,43.95,44.39,23025750
7/7/2015,44.34,44.49,43.32,44.3,36420230
7/8/2015,44.44,44.9,44.03,44.24,39761460
7/9/2015,44.75,45.22,44.5,44.52,32404100
7/10/2015,45.01,45.14,44.57,44.61,25365530
7/13/2015,44.975,45.62,44.9501,45.54,27875670
7/14/2015,45.45,45.96,45.31,45.62,22865770
7/15/2015,45.68,45.89,45.43,45.76,26619810
7/16/2015,46.01,46.69,45.965,46.66,26254220
7/17/2015,46.55,46.78,46.26,46.62,29454740
7/20/2015,46.65,47.13,46.44,46.92,30607770
7/21/2015,46.78,47.33,46.48,47.28,42211210
7/22/2015,45.44,46.93,45.203,45.54,59039160
7/23/2015,45.27,46.23,45.1,46.11,33708200
7/24/2015,45.91,46.32,45.8,45.94,32304070
7/27/2015,45.94,46.01,45.25,45.35,39472930
7/28/2015,45.58,45.639,44.79,45.34,34309080
7/29/2015,45.4,46.78,45.26,46.29,40924210
7/30/2015,46.26,47.4,45.93,46.88,39755700
7/31/2015,47.29,47.37,46.5,46.7,31192430
8/3/2015,46.98,47,46.45,46.81,23919340
8/4/2015,46.75,47.71,46.68,47.54,33306110
8/5/2015,47.98,48.41,47.54,47.58,27003740
8/6/2015,47.71,47.77,46.33,46.62,27344040
8/7/2015,46.39,46.78,46.26,46.74,19158590
8/10/2015,46.95,47.49,46.84,47.33,23045530
8/11/2015,46.82,46.94,45.9,46.41,28757610
8/12/2015,46.19,46.9,45.705,46.74,30184710
8/13/2015,47.06,47.1,46.49,46.73,22612650
8/14/2015,46.53,47.1,46.52,47,21460830
8/17/2015,46.81,47.45,46.57,47.32,21039660
8/18/2015,46.84,47.43,46.7,47.27,23572990
8/19/2015,46.78,47.08,46.3,46.61,31472060
8/20/2015,46.07,46.47,45.66,45.66,36176380
8/21/2015,45.3,45.48,43.07,43.07,69463900
8/24/2015,40.45,43.31,39.72,41.68,88489910
8/25/2015,42.565,43.24,40.39,40.47,70369920
8/26/2015,42.01,42.84,41.06,42.71,63297300
8/27/2015,43.23,43.95,42.925,43.9,50612610
8/28/2015,43.4,44.15,43.39,43.93,28243230
8/31/2015,43.56,43.93,43.1,43.52,34434480
9/1/2015,42.17,42.59,41.66,41.82,49682210
9/2/2015,42.36,43.38,41.88,43.36,37624230
9/3/2015,43.41,43.98,43.28,43.5,28206410
9/4/2015,42.81,43.04,42.195,42.61,37019110
9/8/2015,43.3,44,43.2,43.89,32411680
9/9/2015,44.21,44.4,42.91,43.07,33448580
9/10/2015,43.12,43.79,42.745,43.29,31313520
9/11/2015,43.14,43.59,42.9399,43.48,26475350
9/14/2015,43.43,43.44,42.86,43.04,23654490
9/15/2015,43.19,44.29,43.08,43.98,28831030
9/16/2015,43.97,44.38,43.84,44.3,23337620
9/17/2015,44.29,45,44.08,44.25,29908540
9/18/2015,43.5,43.99,43.33,43.48,63000180
9/21/2015,43.62,44.47,43.6,44.11,26084680
9/22/2015,43.38,44.05,43.31,43.9,28060540
9/23/2015,43.93,44.17,43.51,43.87,17099600
9/24/2015,43.45,44.13,43.27,43.91,27867010
9/25/2015,44.48,44.73,43.76,43.94,29378050
9/28/2015,43.83,44.085,43.205,43.29,27454240
9/29/2015,43.37,43.57,43.05,43.44,32748610
9/30/2015,43.88,44.3,43.66,44.26,34944070
10/1/2015,44.75,44.75,43.75,44.61,28564790
10/2/2015,44.27,45.57,43.92,45.57,41789610
10/5/2015,45.745,46.89,45.7,46.63,33546080
10/6/2015,46.33,47.175,46.22,46.75,27504360
10/7/2015,47.1,47.35,45.95,46.8,27695610
10/8/2015,46.56,47.515,46.5,47.45,33733860
10/9/2015,47.45,47.54,46.92,47.11,28581690
10/12/2015,46.98,47.07,46.5,47,19756420
10/13/2015,46.56,47.1299,46.56,46.89,19985330
10/14/2015,46.65,47.1,46.53,46.68,24693460
10/15/2015,47.01,47.03,46.53,47.01,27155510
10/16/2015,47.02,47.54,46.897,47.51,25845550
10/19/2015,47.42,47.88,47.02,47.62,29357660
10/20/2015,47.44,47.81,47.02,47.77,30794100
10/21/2015,47.92,47.99,47.11,47.2,25222760
10/22/2015,47.53,48.95,47.09,48.03,55888280
10/23/2015,52.3,54.07,52.25,52.87,135152900
10/26/2015,52.53,54.32,52.5,54.25,64541790
10/27/2015,53.99,54.37,53.58,53.69,50959580
10/28/2015,53.54,53.98,52.86,53.98,46948360
10/29/2015,53.54,53.83,53.22,53.36,30109050
10/30/2015,53.32,53.99,52.62,52.64,46602700
11/2/2015,52.85,53.36,52.62,53.24,30229020
11/3/2015,52.93,54.39,52.9,54.15,36584100
11/4/2015,54.18,54.88,54.06,54.4,37084780
11/5/2015,54.49,54.7,54,54.38,31466080
11/6/2015,54.085,54.98,53.964,54.92,32835100
11/9/2015,54.55,54.87,53.56,54.16,32498870
11/10/2015,54.07,54.13,53.27,53.51,55268090
11/11/2015,53.7,54.2,53.46,53.65,34010630
11/12/2015,53.48,53.9791,53.19,53.32,35304350
11/13/2015,53.07,53.29,52.53,52.84,36796370
11/16/2015,53.08,53.89,52.85,53.765,31944340
11/17/2015,53.17,53.53,52.85,52.97,31546750
11/18/2015,53,53.98,52.9799,53.85,29125950
11/19/2015,53.99,54.66,53.781,53.94,28141820
11/20/2015,54.25,54.3,53.265,54.19,37106670
11/23/2015,54.25,54.46,53.75,54.19,28218110
11/24/2015,53.92,54.44,53.58,54.25,24589530
11/25/2015,54.09,54.23,53.69,53.69,20987820
11/27/2015,53.8,54.08,53.79,53.93,9009132
11/30/2015,54.54,54.96,53.9999,54.35,54403560
12/1/2015,54.41,55.23,54.3,55.22,39912320
12/2/2015,55.32,55.96,55.06,55.21,47249030
12/3/2015,55.49,55.77,53.93,54.2,38625370
12/4/2015,54.12,56.23,54.1,55.91,43954660
12/7/2015,55.79,55.97,55.29,55.81,30704980
12/8/2015,55.47,56.1,54.99,55.79,32752860
12/9/2015,55.37,55.87,54.51,54.98,36359780
12/10/2015,55.39,55.655,55.01,55.27,31771820
12/11/2015,54.71,55.1,54.01,54.06,39535140
12/14/2015,54.33,55.21,53.68,55.14,46963970
12/15/2015,55.66,55.9,55.09,55.2,39678290
12/16/2015,55.54,56.245,54.76,56.13,37473420
12/17/2015,56.36,56.79,55.5348,55.7,41244620
12/18/2015,55.77,56,54.03,54.13,84141520
12/21/2015,54.88,55.35,54.2262,54.83,37221910
12/22/2015,54.99,55.48,54.5,55.35,28305310
12/23/2015,55.7,55.88,55.44,55.82,27269200
12/24/2015,55.86,55.96,55.43,55.67,9570002
12/28/2015,55.35,55.95,54.98,55.95,21704030
12/29/2015,56.29,56.85,56.06,56.55,27727810
12/30/2015,56.47,56.78,56.2875,56.31,21690270
12/31/2015,56.04,56.19,55.42,55.48,27329930
1/4/2016,54.32,54.8,53.39,54.8,53209740
1/5/2016,54.93,55.39,54.54,55.05,34059040
1/6/2016,54.32,54.4001,53.64,54.05,39498780
1/7/2016,52.7,53.485,52.07,52.17,56497950
1/8/2016,52.37,53.28,52.15,52.33,48718970
1/11/2016,52.51,52.85,51.46,52.3,36889200
1/12/2016,52.76,53.1,52.06,52.78,36061760
1/13/2016,53.8,54.07,51.3038,51.64,66862860
1/14/2016,52,53.4163,51.57,53.11,52227000
1/15/2016,51.31,51.97,50.34,50.99,71037400
1/19/2016,51.48,51.68,50.06,50.56,43484630
1/20/2016,49.98,51.38,49.1,50.79,63249630
1/21/2016,51,51.58,50.3,50.48,40172530
1/22/2016,51.41,52.33,51.26,52.29,36881330
1/25/2016,51.94,52.65,51.65,51.79,34654900
1/26/2016,51.79,52.44,51.55,52.17,28768620
1/27/2016,52.01,52.2,51.0201,51.22,36647310
1/28/2016,51.86,52.21,51.25,52.055,61275100
1/29/2016,54.73,55.09,54,55.09,83559310
2/1/2016,54.88,55.09,54.495,54.71,44172930
2/2/2016,54.17,54.26,52.65,53,55388320
2/3/2016,53.25,53.39,51.26,52.16,57526850
2/4/2016,52.1,52.81,51.37,52,46967100
2/5/2016,51.94,52,49.56,50.16,61262540
2/8/2016,49.55,49.57,48.19,49.41,58393070
2/9/2016,49.02,50.24,48.67,49.28,46589450
2/10/2016,49.89,50.39,49.52,49.71,38220450
2/11/2016,48.68,50.11,48.51,49.69,48855890
2/12/2016,50.25,50.68,49.75,50.5,34216160
2/16/2016,50.9,51.09,50.13,51.09,36460400
2/17/2016,51.49,52.77,51.45,52.42,40779580
2/18/2016,52.33,52.95,52.1,52.19,27016950
2/19/2016,51.97,52.28,51.53,51.82,33531580
2/22/2016,52.28,53,52.28,52.65,24992030
2/23/2016,52.34,52.37,50.98,51.18,28866480
2/24/2016,50.69,51.5,50.2,51.36,32918630
2/25/2016,51.73,52.1,50.61,52.1,26906570
2/26/2016,52.6,52.68,51.1,51.3,35945290
2/29/2016,51.35,51.65,50.66,50.88,31632160
3/1/2016,50.97,52.59,50.9199,52.58,32999880
3/2/2016,52.41,52.96,52.155,52.95,29269240
3/3/2016,52.97,52.97,51.78,52.35,24423260
3/4/2016,52.4,52.45,51.71,52.03,33033010
3/7/2016,51.56,51.8,50.58,51.03,38426220
3/8/2016,50.8,52.13,50.595,51.65,33822940
3/9/2016,51.89,52.85,51.855,52.84,28238270
3/10/2016,52.93,52.94,51.16,52.05,38385600
3/11/2016,53,53.07,52.38,53.07,32267360
3/14/2016,52.71,53.59,52.63,53.17,24079770
3/15/2016,52.75,53.59,52.74,53.59,21011480
3/16/2016,53.45,54.6,53.4,54.35,31679130
3/17/2016,54.21,55,54,54.66,28193010
3/18/2016,54.92,54.97,53.445,53.49,67622520
3/21/2016,53.25,53.9298,52.93,53.86,23920160
3/22/2016,53.61,54.25,53.46,54.07,23105140
3/23/2016,54.11,54.24,53.74,53.97,20123800
3/24/2016,53.84,54.33,53.73,54.21,18967510
3/28/2016,54.21,54.29,53.33,53.54,17018120
3/29/2016,53.66,54.86,53.45,54.71,23913950
3/30/2016,54.93,55.64,54.9,55.05,22992090
3/31/2016,54.95,55.59,54.86,55.23,26353570
4/1/2016,55.05,55.61,54.57,55.57,24383590
4/4/2016,55.43,55.66,55,55.43,18908300
4/5/2016,55.19,55.3,54.46,54.56,19261620
4/6/2016,54.36,55.2,54.21,55.12,21072150
4/7/2016,54.87,54.91,54.23,54.46,19221270
4/8/2016,54.67,55.28,54.32,54.42,22159630
4/11/2016,54.49,55.15,54.3,54.31,21400400
4/12/2016,54.37,54.78,53.76,54.65,24874410
4/13/2016,55.12,55.4375,54.89,55.35,20813640
4/14/2016,55.22,55.575,55.07,55.36,20875260
4/15/2016,55.3,55.92,55.11,55.65,28462970
4/18/2016,55.49,56.59,55.21,56.46,23758570
4/19/2016,56.63,56.77,55.68,56.39,29566220
4/20/2016,56.29,56.5,55.485,55.59,36169280
4/21/2016,55.8,56.23,55.415,55.78,38182900
4/22/2016,51.91,52.4297,50.77,51.78,126793100
4/25/2016,51.78,52.13,51.63,52.11,33124870
4/26/2016,52.26,52.35,51.09,51.44,33513780
4/27/2016,51.48,51.5,50.55,50.94,43301480
4/28/2016,50.62,50.77,49.56,49.9,43108350
4/29/2016,49.35,50.25,49.35,49.87,48391580
5/2/2016,50,50.75,49.7799,50.61,33105170
5/3/2016,50.34,50.41,49.6,49.78,26445230
5/4/2016,49.84,50.06,49.46,49.87,24249670
5/5/2016,49.87,50.3,49.73,49.94,25386690
5/6/2016,49.92,50.39,49.66,50.39,24772020
5/9/2016,50.49,50.585,50,50.07,17883360
5/10/2016,50.33,51.1,50.19,51.02,22871860
